1,2607
2,1551
3,1550
4,1480
5,1668
6,1818
7,2188
8,2452
9,2593
10,2736
11,2816
12,2876
13,2971
14,2868
15,2770
16,2721
17,2638
18,2340
19,2253
20,2081
21,1862
22,1787
23,1488
24,1464
25,1249
26,1136
27,1049
28,898
29,806
30,726
31,641
32,592
33,487
34,470
35,389
36,353
37,323
38,275
39,249
40,226
41,154
42,174
43,136
44,111
45,98
46,105
47,83
48,81
49,73
50,65
51,53
52,48
53,39
54,34
55,32
56,27
57,25
58,25
59,25
60,15
61,16
62,15
63,11
64,11
65,8
66,9
67,15
68,7
69,5
70,10
71,6
72,3
73,4
74,2
75,4
76,4
77,3
78,4
79,2
80,3
81,3
82,4
84,2
85,2
86,3
87,2
89,3
90,4
92,1
93,1
94,2
95,1
96,2
97,1
101,1
103,2
105,2
106,1
109,2
110,1
111,1
112,2
117,1
120,1
128,1
134,1
149,1
199,1
