2,3208
3,2493
4,2344
5,2458
6,2589
7,2731
8,2949
9,3119
10,3236
11,3199
12,3184
13,3068
14,3055
15,2875
16,2696
17,2586
18,2318
19,2184
20,1903
21,1855
22,1711
23,1517
24,1361
25,1162
26,1005
27,919
28,839
29,750
30,674
31,558
32,530
33,461
34,450
35,320
36,298
37,288
38,249
39,192
40,192
41,152
42,130
43,111
44,127
45,93
46,76
47,60
48,73
49,57
50,48
51,41
52,36
53,23
54,18
55,22
56,14
57,14
58,21
59,17
60,12
61,12
62,12
63,9
64,3
65,8
66,4
67,7
68,11
69,5
70,5
71,3
72,1
73,2
74,2
75,2
76,5
77,1
79,1
80,1
81,1
82,1
83,1
84,2
85,3
88,2
90,1
96,1
101,1
105,1
109,1
113,1
124,1
